ball_id,match_id,innings_index,over,ball_in_over,ball_number,ball_index,batting_team,batsman,bowler,event_type,event_token,result_raw,is_wicket,is_boundary,bat_runs,extras_runs,innings_runs,innings_wickets,innings_overs,crr,target_runs,runs_remaining,balls_remaining,rrr,phase
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:8.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,8,5,8.5,54,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,35,2,8.83,3.96,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:8.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,8,6,8.6,55,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,35,2,9.0,3.89,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,1,9.1,56,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,35,2,9.17,3.82,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,2,9.2,57,IND,Kohli,Kulasekara,boundary,4,FOUR runs,false,true,4,0,39,2,9.33,4.18,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,3,9.3,58,IND,Kohli,Kulasekara,run,2,2 runs,false,false,2,0,41,2,9.5,4.32,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,4,9.4,59,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,9.67,4.24,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,5,9.5,60,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,9.83,4.17,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:9.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,9,6,9.6,61,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,10.0,4.1,,,,,powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,1,11.1,62,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,42,2,10.17,4.13,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,2,11.2,63,IND,Kohli,Kulasekara,run,1,1 run,false,false,1,0,43,2,10.33,4.16,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,3,11.3,64,IND,Gambhir,Kulasekara,dot,•,no run,false,false,0,0,43,2,10.5,4.1,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,4,11.4,65,IND,Gambhir,Kulasekara,boundary,4,FOUR runs,false,true,4,0,47,2,10.67,4.41,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,5,11.5,66,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,48,2,10.83,4.43,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:11.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,11,6,11.6,67,IND,Kohli,Kulasekara,boundary,4,FOUR runs,false,true,4,0,52,2,11.0,4.73,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,1,12.1,68,IND,Gambhir,Perera,extra,1w,1 wide,false,false,0,1,53,2,11.0,4.82,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,1,12.1,69,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,54,2,11.17,4.84,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,2,12.2,70,IND,Kohli,Perera,extra,1w,1 wide,false,false,0,1,55,2,11.17,4.93,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,2,12.2,71,IND,Kohli,Perera,run,1,1 run,false,false,1,0,56,2,11.33,4.94,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,3,12.3,72,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,56,2,11.5,4.87,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,4,12.4,73,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,57,2,11.67,4.89,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,5,12.5,74,IND,Kohli,Perera,run,2,2 runs,false,false,2,0,59,2,11.83,4.99,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:12.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,12,6,12.6,75,IND,Kohli,Perera,dot,•,no run,false,false,0,0,59,2,12.0,4.92,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,1,13.1,76,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,59,2,12.17,4.85,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,2,13.2,77,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,59,2,12.33,4.78,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,3,13.3,78,IND,Gambhir,Randiv,run,2,2 runs,false,false,2,0,61,2,12.5,4.88,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,4,13.4,79,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,62,2,12.67,4.89,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,5,13.5,80,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,62,2,12.83,4.83,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:13.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,13,6,13.6,81,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,63,2,13.0,4.85,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,1,14.1,82,IND,Kohli,Perera,dot,•,no run,false,false,0,0,63,2,13.17,4.78,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,2,14.2,83,IND,Kohli,Perera,run,1,1 run,false,false,1,0,64,2,13.33,4.8,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,3,14.3,84,IND,Gambhir,Perera,run,2,2 runs,false,false,2,0,66,2,13.5,4.89,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,4,14.4,85,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,67,2,13.67,4.9,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,5,14.5,86,IND,Kohli,Perera,run,1,1 run,false,false,1,0,68,2,13.83,4.92,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:14.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,14,6,14.6,87,IND,Gambhir,Perera,boundary,4,FOUR runs,false,true,4,0,72,2,14.0,5.14,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,1,15.1,88,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,73,2,14.17,5.15,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,2,15.2,89,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,73,2,14.33,5.09,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,3,15.3,90,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,74,2,14.5,5.1,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,4,15.4,91,IND,Kohli,Randiv,run,2,2 runs,false,false,2,0,76,2,14.67,5.18,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,5,15.5,92,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,76,2,14.83,5.12,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:15.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,15,6,15.6,93,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,77,2,15.0,5.13,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,1,16.1,94,IND,Kohli,Dilshan,extra,3w,3 wide,false,false,0,3,80,2,15.0,5.33,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,1,16.1,95,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,80,2,15.17,5.27,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,2,16.2,96,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,80,2,15.33,5.22,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,3,16.3,97,IND,Kohli,Dilshan,run,1,1 run,false,false,1,0,81,2,15.5,5.23,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,4,16.4,98,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,82,2,15.67,5.23,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,5,16.5,99,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,82,2,15.83,5.18,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:16.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,16,6,16.6,100,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,82,2,16.0,5.12,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,1,17.1,101,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,82,2,16.17,5.07,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,2,17.2,102,IND,Gambhir,Randiv,boundary,4,FOUR runs,false,true,4,0,86,2,16.33,5.27,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,3,17.3,103,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,87,2,16.5,5.27,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,4,17.4,104,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,16.67,5.22,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,5,17.5,105,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,16.83,5.17,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:17.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,17,6,17.6,106,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,17.0,5.12,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,1,18.1,107,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,87,2,17.17,5.07,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,2,18.2,108,IND,Gambhir,Murali,run,2,2 runs,false,false,2,0,89,2,17.33,5.13,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,3,18.3,109,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,89,2,17.5,5.09,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,4,18.4,110,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,90,2,17.67,5.09,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,5,18.5,111,IND,Kohli,Murali,dot,•,no run,false,false,0,0,90,2,17.83,5.05,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:18.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,18,6,18.6,112,IND,Kohli,Murali,dot,•,no run,false,false,0,0,90,2,18.0,5.0,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,1,19.1,113,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,90,2,18.17,4.95,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,2,19.2,114,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,90,2,18.33,4.91,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,3,19.3,115,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,91,2,18.5,4.92,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,4,19.4,116,IND,Kohli,Randiv,boundary,4,FOUR runs,false,true,4,0,95,2,18.67,5.09,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,5,19.5,117,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,96,2,18.83,5.1,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:19.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,19,6,19.6,118,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,96,2,19.0,5.05,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,1,20.1,119,IND,Kohli,Murali,run,1,1 run,false,false,1,0,97,2,19.17,5.06,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,2,20.2,120,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,97,2,19.33,5.02,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,3,20.3,121,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,97,2,19.5,4.97,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,4,20.4,122,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,98,2,19.67,4.98,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,5,20.5,123,IND,Kohli,Murali,run,1,1 run,false,false,1,0,99,2,19.83,4.99,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:20.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,20,6,20.6,124,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,100,2,20.0,5.0,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,1,21.1,125,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,101,2,20.17,5.01,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,2,21.2,126,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,101,2,20.33,4.97,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,3,21.3,127,IND,Kohli,Dilshan,boundary,4,FOUR runs,false,true,4,0,105,2,20.5,5.12,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,4,21.4,128,IND,Kohli,Dilshan,wicket,W,OUT,true,false,0,0,105,3,20.67,5.08,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,5,21.5,129,IND,Dhoni,Dilshan,dot,•,no run,false,false,0,0,105,3,20.83,5.04,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:21.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,21,6,21.6,130,IND,Dhoni,Dilshan,extra,1b,1 bye,false,false,0,1,106,3,21.0,5.05,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,1,22.1,131,IND,Dhoni,Murali,dot,•,no run,false,false,0,0,106,3,21.17,5.01,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,2,22.2,132,IND,Dhoni,Murali,dot,•,no run,false,false,0,0,106,3,21.33,4.97,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,3,22.3,133,IND,Dhoni,Murali,extra,1lb,1 leg bye,false,false,0,1,107,3,21.5,4.98,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,4,22.4,134,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,107,3,21.67,4.94,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,5,22.5,135,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,108,3,21.83,4.95,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:22.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,22,6,22.6,136,IND,Dhoni,Murali,dot,•,no run,false,false,0,0,108,3,22.0,4.91,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,1,23.1,137,IND,Gambhir,Dilshan,run,2,2 runs,false,false,2,0,110,3,22.17,4.96,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,2,23.2,138,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,111,3,22.33,4.97,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,3,23.3,139,IND,Dhoni,Dilshan,dot,•,no run,false,false,0,0,111,3,22.5,4.93,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,4,23.4,140,IND,Dhoni,Dilshan,run,1,1 run,false,false,1,0,112,3,22.67,4.94,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,5,23.5,141,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,113,3,22.83,4.95,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:23.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,23,6,23.6,142,IND,Dhoni,Dilshan,dot,•,no run,false,false,0,0,113,3,23.0,4.91,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,1,24.1,143,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,113,3,23.17,4.88,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,2,24.2,144,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,113,3,23.33,4.84,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,3,24.3,145,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,114,3,23.5,4.85,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,4,24.4,146,IND,Dhoni,Murali,run,1,1 run,false,false,1,0,115,3,23.67,4.86,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,5,24.5,147,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,115,3,23.83,4.83,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:24.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,24,6,24.6,148,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,115,3,24.0,4.79,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,1,25.1,149,IND,Dhoni,Dilshan,run,1,1 run,false,false,1,0,116,3,24.17,4.8,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,2,25.2,150,IND,Gambhir,Dilshan,dot,•,no run,false,false,0,0,116,3,24.33,4.77,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,3,25.3,151,IND,Gambhir,Dilshan,dot,•,no run,false,false,0,0,116,3,24.5,4.73,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,4,25.4,152,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,117,3,24.67,4.74,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,5,25.5,153,IND,Dhoni,Dilshan,run,1,1 run,false,false,1,0,118,3,24.83,4.75,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:25.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,25,6,25.6,154,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,119,3,25.0,4.76,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.1,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,1,26.1,155,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,119,3,25.17,4.73,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.2,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,2,26.2,156,IND,Gambhir,Malinga,run,1,1 run,false,false,1,0,120,3,25.33,4.74,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.3,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,3,26.3,157,IND,Dhoni,Malinga,dot,•,no run,false,false,0,0,120,3,25.5,4.71,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.4,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,4,26.4,158,IND,Dhoni,Malinga,run,1,1 run,false,false,1,0,121,3,25.67,4.71,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.5,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,5,26.5,159,IND,Gambhir,Malinga,boundary,4,FOUR runs,false,true,4,0,125,3,25.83,4.84,,,,,middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:26.6,ODI_CWC_2011_final_inning2_commantary_full_cricinfo,1,26,6,26.6,160,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,125,3,26.0,4.81,,,,,middle
